id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
SABLEYE,0,Sableye,,DARK,GHOST,50,75,75,65,65,50,380,KEENEYE,STALL,PRANKSTER,Humanlike,,Parabolic,45,133
SABLEYE_1,1,Sableye,,DARK,GHOST,50,85,125,85,115,20,480,MAGICBOUNCE,,MAGICBOUNCE,Humanlike,,Parabolic,45,168
SABOLT,0,Sabolt,,ELECTRIC,DARK,58,84,68,84,61,45,400,DOWNLOAD,,,Undiscovered,,Slow,45,100
SABOLT_1,1,Sabolt,,ELECTRIC,DARK,88,84,80,101,80,67,500,INTIMIDATE,,,Undiscovered,,Slow,45,130
SABOLT_2,2,Sabolt,,ELECTRIC,DARK,118,126,75,111,75,95,600,DREADAURA,,,Undiscovered,,Slow,45,130
SALAMENCE,0,Salamence,,DRAGON,FLYING,95,135,80,110,80,100,600,INTIMIDATE,,MOXIE,Dragon,,Slow,45,300
SALAMENCE_1,1,Salamence,,DRAGON,FLYING,95,145,130,120,90,120,700,AERILATE,,AERILATE,Dragon,,Slow,45,350
SALANDIT,0,Salandit,,POISON,FIRE,48,44,40,71,40,77,320,CORROSION,,OBLIVIOUS,Monster,Dragon,Medium,120,64
SALAZZLE,0,Salazzle,,POISON,FIRE,68,64,60,111,60,117,480,CORROSION,,OBLIVIOUS,Monster,Dragon,Medium,45,168
SAMUROTT,0,Samurott,,WATER,,95,100,85,108,70,70,528,TORRENT,,SHELLARMOR,Field,,Parabolic,45,264
SAMUROTT_1,1,Samurott,,WATER,DARK,90,108,80,100,65,85,528,TORRENT,,SHARPNESS,Field,,Parabolic,45,264
SANDACONDA,0,Sandaconda,,GROUND,,72,107,125,65,70,71,510,SANDSPIT,SHEDSKIN,SANDVEIL,Field,Dragon,Medium,120,179
SANDILE,0,Sandile,,GROUND,DARK,50,72,35,35,35,65,292,INTIMIDATE,MOXIE,ANGERPOINT,Field,,Parabolic,180,58
SANDSHREW,0,Sandshrew,,GROUND,,50,80,85,10,30,45,300,SANDVEIL,OVERCOAT,SANDRUSH,Field,,Medium,255,60
SANDSHREW_1,1,Sandshrew,,ICE,STEEL,50,75,90,10,35,40,300,SNOWCLOAK,OVERCOAT,SLUSHRUSH,Field,,Medium,255,60
SANDSLASH,0,Sandslash,,GROUND,,75,100,110,25,55,75,440,SANDVEIL,ROUGHSKIN,SANDRUSH,Field,,Medium,90,158
SANDSLASH_1,1,Sandslash,,ICE,STEEL,75,100,120,25,65,65,450,SNOWCLOAK,IRONBARBS,SLUSHRUSH,Field,,Medium,90,158
SANDYGAST,0,Sandygast,,GHOST,GROUND,55,55,80,70,45,15,320,WATERCOMPACTION,,SANDVEIL,Amorphous,,Medium,140,64
SANDYSHOCKS,0,Sandy Shocks,,ELECTRIC,GROUND,85,81,97,121,85,101,570,PROTOSYNTHESIS,,,Undiscovered,,Slow,30,285
SAWK,0,Sawk,,FIGHTING,,75,125,75,30,75,85,465,STURDY,INNERFOCUS,MOLDBREAKER,Humanlike,,Medium,45,163
SAWSBUCK,0,Sawsbuck,,NORMAL,GRASS,80,100,70,60,70,95,475,CHLOROPHYLL,SAPSIPPER,SERENEGRACE,Field,,Medium,75,166
SAWSBUCK_1,1,Sawsbuck,,NORMAL,GRASS,80,100,70,60,70,95,475,CHLOROPHYLL,SAPSIPPER,SERENEGRACE,Field,,Medium,75,166
SAWSBUCK_2,2,Sawsbuck,,NORMAL,GRASS,80,100,70,60,70,95,475,CHLOROPHYLL,SAPSIPPER,SERENEGRACE,Field,,Medium,75,166
SAWSBUCK_3,3,Sawsbuck,,NORMAL,GRASS,80,100,70,60,70,95,475,CHLOROPHYLL,SAPSIPPER,SERENEGRACE,Field,,Medium,75,166
SCALEON,0,Scaleon,,DRAGON,,95,110,65,60,65,130,525,HYPERCUTTER,,SCALATE,Field,,Medium,45,184
SCARACLUO,0,Scaracluo,,GHOST,PSYCHIC,75,50,75,100,85,35,420,ILLUMINATE,,RATTLED,Amorphous,Monster,Erratic,90,138
SCARACNO,0,Scaracno,,GHOST,PSYCHIC,40,35,50,80,65,40,310,COMPOUNDEYES,,RATTLED,Amorphous,Monster,Erratic,190,61
SCARPHASMO,0,Scarphasmo,,GHOST,PSYCHIC,105,125,100,55,105,30,520,VOLTABSORB,,NOGUARD,Amorphous,Monster,Erratic,45,247
SCATTERBUG,0,Scatterbug,,BUG,,38,35,40,27,25,35,200,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,255,40
SCEPTILE,0,Sceptile,,GRASS,,70,85,65,105,85,120,530,OVERGROW,,UNBURDEN,Monster,Dragon,Parabolic,45,265
SCEPTILE_1,1,Sceptile,,GRASS,DRAGON,70,110,75,145,85,145,630,LIGHTNINGROD,,LIGHTNINGROD,Monster,Dragon,Parabolic,45,315
SCIZOR,0,Scizor,,BUG,STEEL,70,130,100,55,80,65,500,SWARM,TECHNICIAN,LIGHTMETAL,Bug,,Medium,25,175
SCIZOR_1,1,Scizor,,BUG,STEEL,70,150,140,100,75,65,600,TECHNICIAN,,TECHNICIAN,Bug,,Medium,25,210
SCOLIPEDE,0,Scolipede,,BUG,POISON,60,100,89,55,69,112,485,POISONPOINT,SWARM,SPEEDBOOST,Bug,,Parabolic,45,243
SCORBUNNY,0,Scorbunny,,FIRE,,50,71,40,40,40,69,310,BLAZE,,LIBERO,Field,Humanlike,Parabolic,45,62
SCOVILE,0,Scovile,,GRASS,FIRE,90,65,75,100,75,110,515,FLAMEBODY,,DROUGHT,Grass,Dragon,Medium,60,179
SCOVILEX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
SCOVILLAIN,0,Scovillain,,GRASS,FIRE,65,108,65,108,65,75,486,CHLOROPHYLL,INSOMNIA,MOODY,Grass,,Medium,75,170
SCRAFTY,0,Scrafty,,DARK,FIGHTING,65,90,115,45,115,58,488,SHEDSKIN,MOXIE,INTIMIDATE,Field,Dragon,Medium,90,171
SCRAGGY,0,Scraggy,,DARK,FIGHTING,50,75,70,35,70,48,348,SHEDSKIN,MOXIE,INTIMIDATE,Field,Dragon,Medium,180,70
SCRAGGYX,0,Scraggy,,POISON,PSYCHIC,55,35,65,65,88,40,348,LEVITATE,,CAUSTICFUMES,Xenoverse,,Medium,180,71
SCREAMTAIL,0,Scream Tail,,FAIRY,PSYCHIC,115,65,99,65,115,111,570,PROTOSYNTHESIS,,,Undiscovered,,Slow,50,285
SCYTHER,0,Scyther,,BUG,FLYING,70,110,80,55,80,105,500,SWARM,TECHNICIAN,STEADFAST,Bug,,Medium,45,100
SEADRA,0,Seadra,,WATER,,55,75,95,95,55,85,460,SWIFTSWIM,SNIPER,STORMDRAIN,Water1,Dragon,Medium,75,154
SEAKING,0,Seaking,,WATER,,80,92,65,65,80,68,450,SWIFTSWIM,WATERVEIL,LIGHTNINGROD,Water2,,Medium,60,158
SEALEO,0,Sealeo,,ICE,WATER,80,70,70,75,70,45,410,THICKFAT,ICEBODY,OBLIVIOUS,Water1,Field,Parabolic,120,144
SEEDOT,0,Seedot,,GRASS,,40,40,50,30,30,30,220,CHLOROPHYLL,EARLYBIRD,PICKPOCKET,Field,Grass,Parabolic,255,44
SEEL,0,Seel,,WATER,,65,45,55,45,70,45,325,THICKFAT,HYDRATION,ICEBODY,Water1,Field,Medium,190,65
SEISMITOAD,0,Seismitoad,,GROUND,SOUND,105,95,75,95,75,74,519,SWIFTSWIM,AMPLIFY,WATERABSORB,Water1,,Parabolic,45,255
SENTRET,0,Sentret,,NORMAL,,35,46,34,35,45,20,215,RUNAWAY,KEENEYE,FRISK,Field,,Medium,255,43
SERPERIOR,0,Serperior,,GRASS,,75,75,95,75,95,113,528,OVERGROW,,CONTRARY,Field,Grass,Parabolic,45,264
SERVINE,0,Servine,,GRASS,,60,60,75,60,75,83,413,OVERGROW,,CONTRARY,Field,Grass,Parabolic,45,145
SEVIPER,0,Seviper,,POISON,,73,100,60,100,60,65,458,SHEDSKIN,,INFILTRATOR,Field,Dragon,Fluctuating,90,160
SEWADDLE,0,Sewaddle,,BUG,GRASS,45,53,70,40,60,42,310,OVERCOAT,CHLOROPHYLL,SILKSURGE,Bug,,Parabolic,255,62
SHARPEDO,0,Sharpedo,,WATER,DARK,70,120,40,95,40,95,460,ROUGHSKIN,,SPEEDBOOST,Water2,,Slow,60,161
SHARPEDOX,0,Sharpedo,,WATER,GHOST,90,120,50,45,50,105,460,STRONGJAW,INFILTRATOR,NOGUARD,Xenoverse,,Slow,150,163
SHARPEDO_1,1,Sharpedo,,WATER,DARK,70,140,70,110,65,105,560,STRONGJAW,,STRONGJAW,Water2,,Slow,60,196
SHAWKBIRD,0,Shawkbird,,ELECTRIC,FLYING,67,56,51,73,54,68,369,BIGPECKS,STATIC,MOTORDRIVE,Flying,,Parabolic,125,100
SHAYMIN,0,Shaymin,,GRASS,,100,100,100,100,100,100,600,NATURALCURE,,,Undiscovered,,Parabolic,45,300
SHAYMIN_1,1,Shaymin,,GRASS,FLYING,100,103,75,120,75,127,600,SERENEGRACE,,,Undiscovered,,Parabolic,45,300
SHEDINJA,0,Shedinja,,BUG,GHOST,1,90,1,90,1,53,236,WONDERGUARD,,,Mineral,,Erratic,45,83
SHELGON,0,Shelgon,,DRAGON,,65,95,100,60,50,50,420,ROCKHEAD,,OVERCOAT,Dragon,,Slow,45,147
SHELLDER,0,Shellder,,WATER,,30,65,100,45,25,40,305,SHELLARMOR,SKILLLINK,OVERCOAT,Water3,,Slow,190,61
SHELLOS,0,Shellos,,WATER,,76,48,48,57,62,34,325,STICKYHOLD,STORMDRAIN,SANDFORCE,Water1,Amorphous,Medium,190,65
SHELLOS_1,1,Shellos,,WATER,,76,48,48,57,62,34,325,STICKYHOLD,STORMDRAIN,SANDFORCE,Water1,Amorphous,Medium,190,65
SHELMET,0,Shelmet,,BUG,,50,40,85,40,65,25,305,HYDRATION,SHELLARMOR,OVERCOAT,Bug,,Medium,200,61
SHIELDON,0,Shieldon,,ROCK,STEEL,30,42,118,42,88,30,350,STURDY,,SOUNDPROOF,Monster,,Erratic,45,70
SHIFTRY,0,Shiftry,,GRASS,DARK,90,100,60,90,60,80,480,CHLOROPHYLL,EARLYBIRD,PICKPOCKET,Field,Grass,Parabolic,45,240
SHIINOTIC,0,Shiinotic,,GRASS,FAIRY,75,45,80,100,110,30,440,ILLUMINATE,EFFECTSPORE,RAINDISH,Grass,,Medium,75,142
SHINX,0,Shinx,,ELECTRIC,,45,65,34,45,34,40,263,RIVALRY,INTIMIDATE,GUTS,Field,,Parabolic,235,53
SHROODLE,0,Shroodle,,POISON,NORMAL,40,65,35,40,35,75,290,UNBURDEN,PICKPOCKET,PRANKSTER,Field,,Parabolic,190,58
SHROOMISH,0,Shroomish,,GRASS,,60,40,60,40,60,35,295,EFFECTSPORE,POISONHEAL,QUICKFEET,Fairy,Grass,Fluctuating,255,59
SHUCKLE,0,Shuckle,,BUG,ROCK,20,10,230,10,230,5,505,STURDY,GLUTTONY,CONTRARY,Bug,,Parabolic,190,177
SHULONG,0,Shulong,,WATER,DRAGON,58,55,73,40,73,51,350,HYDRATION,,ASTRALRISING,Undiscovered,,Slow,45,100
SHULONGX,0,Shulong,,WATER,DRAGON,88,54,85,105,55,113,500,CLEARBODY,,,Undiscovered,,Slow,45,100
SHULONG_1,1,Shulong,,WATER,DRAGON,88,75,93,45,93,56,450,MARVELSCALE,,SWIFTSWIM,Undiscovered,,Slow,45,100
SHULONG_2,2,Shulong,,WATER,DRAGON,118,95,105,55,105,72,550,CLEARBODY,,SWIFTSWIM,Undiscovered,,Slow,45,100
SHULONG_3,3,Shulong,,WATER,DRAGON,133,107,133,92,133,82,680,ASTRALRISING,,ASTRALRISING,Undiscovered,,Slow,45,100
SHUPPET,0,Shuppet,,GHOST,,44,75,35,63,33,45,295,INSOMNIA,FRISK,CURSEDBODY,Amorphous,,Fast,225,59
SHYLEON,0,Shyleon,,GRASS,FAIRY,58,44,53,68,53,74,350,RATTLED,,ASTRALRISING,Undiscovered,,Slow,45,100
SHYLEONX,0,Shyleon,,GRASS,FAIRY,88,114,73,73,103,49,500,MAJESTICAURA,,,Undiscovered,,Slow,45,100
SHYLEON_1,1,Shyleon,,GRASS,FAIRY,88,49,63,78,68,104,450,QUICKFEET,,MAJESTICAURA,Undiscovered,,Slow,45,130
SHYLEON_2,2,Shyleon,,GRASS,FAIRY,118,54,73,108,73,124,550,MAJESTICAURA,,CHLOROPHYLL,Undiscovered,,Slow,45,130
SHYLEON_3,3,Shyleon,,GRASS,FAIRY,133,94,83,128,98,144,680,ASTRALRISING,,ASTRALRISING,Undiscovered,,Slow,45,130
SIGILYPH,0,Sigilyph,,PSYCHIC,FLYING,72,58,80,103,80,97,490,WONDERSKIN,MAGICGUARD,TINTEDLENS,Flying,,Medium,45,172
SILCOON,0,Silcoon,,BUG,,50,35,55,25,25,15,205,SHEDSKIN,,,Bug,,Medium,120,72
SILICOBRA,0,Silicobra,,GROUND,,52,57,75,35,50,46,315,SANDSPIT,SHEDSKIN,SANDVEIL,Field,Dragon,Medium,255,63
SILVALLY,0,Silvally,,NORMAL,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_1,1,Silvally,,FIGHTING,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_10,10,Silvally,,FIRE,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_11,11,Silvally,,WATER,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_12,12,Silvally,,GRASS,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_13,13,Silvally,,ELECTRIC,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_14,14,Silvally,,PSYCHIC,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_15,15,Silvally,,ICE,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_16,16,Silvally,,DRAGON,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_17,17,Silvally,,DARK,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_18,18,Silvally,,FAIRY,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_2,2,Silvally,,FLYING,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_3,3,Silvally,,POISON,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_4,4,Silvally,,GROUND,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_5,5,Silvally,,ROCK,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_6,6,Silvally,,BUG,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_7,7,Silvally,,GHOST,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_8,8,Silvally,,STEEL,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SILVALLY_9,9,Silvally,,QMARKS,,95,95,95,95,95,95,570,RKSSYSTEM,,,Undiscovered,,Slow,3,285
SIMIPOUR,0,Simipour,,WATER,,75,98,63,98,63,101,498,GLUTTONY,,TORRENT,Field,,Medium,75,174
SIMISAGE,0,Simisage,,GRASS,,75,98,63,98,63,101,498,GLUTTONY,,OVERGROW,Field,,Medium,75,174
SIMISEAR,0,Simisear,,FIRE,,75,98,63,98,63,101,498,GLUTTONY,,BLAZE,Field,,Medium,75,174
SINISTCHA,0,Sinistcha,,GRASS,GHOST,71,60,106,121,80,70,508,HOSPITALITY,,HEATPROOF,Mineral,Amorphous,Medium,60,178
SINISTCHA_1,1,Sinistcha,,GRASS,GHOST,71,60,106,121,80,70,508,HOSPITALITY,,HEATPROOF,Mineral,Amorphous,Medium,60,178
SINISTEA,0,Sinistea,,GHOST,,40,45,45,74,54,50,308,WEAKARMOR,,CURSEDBODY,Mineral,Amorphous,Medium,120,62
SINISTEA_1,1,Sinistea,,GHOST,,40,45,45,74,54,50,308,WEAKARMOR,,CURSEDBODY,Mineral,Amorphous,Medium,120,62
SIRFETCHD,0,Sirfetch'd,,FIGHTING,,62,135,95,68,82,65,507,STEADFAST,,SCRAPPY,Flying,Field,Medium,45,177
SIZZLIPEDE,0,Sizzlipede,,FIRE,BUG,50,65,45,50,50,45,305,FLASHFIRE,WHITESMOKE,FLAMEBODY,Bug,,Medium,190,61
SKARLING,0,Skarling,,STEEL,,45,60,120,20,50,50,345,HUSTLE,WEAKARMOR,SHARPNESS,Undiscovered,,Slow,25,163
SKARMORY,0,Skarmory,,STEEL,FLYING,85,90,140,40,70,70,495,KEENEYE,STURDY,SHARPNESS,Flying,,Slow,25,163
SKELEDIRGE,0,Skeledirge,,FIRE,GHOST,104,75,100,110,75,66,530,BLAZE,,UNAWARE,Field,,Parabolic,45,265
SKIDDO,0,Skiddo,,GRASS,,66,65,48,52,57,62,350,GRASSPELT,SAPSIPPER,SEEDSOWER,Field,,Medium,200,70
SKIPLOOM,0,Skiploom,,GRASS,FLYING,60,65,50,30,65,85,355,CHLOROPHYLL,LEAFGUARD,WINDRIDER,Fairy,Grass,Parabolic,120,119
SKITTY,0,Skitty,,NORMAL,,50,45,45,35,35,50,260,CUTECHARM,NORMALIZE,WONDERSKIN,Field,Fairy,Fast,255,52
SKORUPI,0,Skorupi,,POISON,BUG,40,50,90,30,55,65,330,BATTLEARMOR,SNIPER,KEENEYE,Bug,Water3,Slow,120,66
SKRAVROOM,0,Skravroom,,STEEL,SOUND,67,115,75,60,65,128,510,AFTERMATH,SPEEDBOOST,REGENERATOR,Bug,Mineral,Medium,90,100
SKRELP,0,Skrelp,,POISON,WATER,50,60,60,60,60,30,320,POISONPOINT,POISONTOUCH,ADAPTABILITY,Water1,Dragon,Medium,225,64
SKUNTANK,0,Skuntank,,POISON,DARK,103,93,67,71,61,84,479,STENCH,AFTERMATH,KEENEYE,Field,,Medium,60,168
SKWOVET,0,Skwovet,,NORMAL,,70,55,55,35,35,25,275,CHEEKPOUCH,,GLUTTONY,Field,,Medium,255,55
SLAKING,0,Slaking,,NORMAL,,150,160,100,95,65,100,670,TRUANT,,,Field,,Slow,45,285
SLAKOTH,0,Slakoth,,NORMAL,,60,60,60,35,35,30,280,TRUANT,,,Field,,Slow,255,56
SLIGGOO,0,Sliggoo,,DRAGON,WATER,68,75,53,83,113,60,452,SAPSIPPER,HYDRATION,GOOEY,Dragon,,Slow,45,158
SLIGGOO_1,1,Sliggoo,,STEEL,DRAGON,58,75,83,83,113,40,452,SAPSIPPER,SHELLARMOR,GOOEY,Dragon,,Slow,45,158
SLITHERWING,0,Slither Wing,,BUG,FIGHTING,85,135,79,85,105,81,570,PROTOSYNTHESIS,,,Undiscovered,,Slow,30,285
SLOWBRO,0,Slowbro,,WATER,PSYCHIC,95,75,110,100,80,30,490,OBLIVIOUS,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,75,172
SLOWBRO_1,1,Slowbro,,POISON,PSYCHIC,95,100,95,100,70,30,490,QUICKDRAW,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,75,172
SLOWBRO_2,2,Slowbro,,WATER,PSYCHIC,95,75,180,130,80,30,590,SHELLARMOR,,SHELLARMOR,Monster,Water1,Medium,75,207
SLOWKING,0,Slowking,,WATER,PSYCHIC,95,75,80,100,110,30,490,OBLIVIOUS,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,70,172
SLOWKING_1,1,Slowking,,POISON,PSYCHIC,95,65,80,110,110,30,490,CURIOUSMEDICINE,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,70,172
SLOWPOKE,0,Slowpoke,,WATER,PSYCHIC,90,65,65,40,40,15,315,OBLIVIOUS,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,190,63
SLOWPOKE_1,1,Slowpoke,,PSYCHIC,,90,65,65,40,40,15,315,GLUTTONY,OWNTEMPO,REGENERATOR,Monster,Water1,Medium,190,63
SLUGMA,0,Slugma,,FIRE,,45,40,40,70,50,20,265,MAGMAARMOR,FLAMEBODY,WEAKARMOR,Amorphous,,Medium,190,50
SLURPUFF,0,Slurpuff,,FAIRY,,82,80,86,85,75,72,480,SWEETVEIL,,UNBURDEN,Fairy,,Medium,140,168
SLURPUFFX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
SMEARGLE,0,Smeargle,,NORMAL,,55,20,35,20,45,75,250,OWNTEMPO,TECHNICIAN,MOODY,Field,,Fast,45,88
SMEARGLEX,0,Smeargle,,FAIRY,,55,20,35,20,45,75,250,SWEETVEIL,MISTYSURGE,TECHNICIAN,Xenoverse,,Fast,45,88
SMOLIV,0,Smoliv,,GRASS,NORMAL,41,35,45,58,51,30,260,EARLYBIRD,,HARVEST,Grass,,Parabolic,255,52
SMOOCHUM,0,Smoochum,,ICE,PSYCHIC,45,30,15,85,65,65,305,OBLIVIOUS,FOREWARN,HYDRATION,Undiscovered,,Medium,45,61
SNEASEL,0,Sneasel,,DARK,ICE,55,95,55,35,75,115,430,INNERFOCUS,KEENEYE,PICKPOCKET,Field,,Parabolic,60,86
SNEASEL_1,1,Sneasel,,FIGHTING,POISON,55,95,55,35,75,115,430,INNERFOCUS,KEENEYE,PICKPOCKET,Field,,Parabolic,60,86
SNEASLER,0,Sneasler,,FIGHTING,POISON,80,130,60,40,80,120,510,PRESSURE,UNBURDEN,POISONTOUCH,Field,,Parabolic,20,102
SNIVY,0,Snivy,,GRASS,,45,45,55,45,55,63,308,OVERGROW,,CONTRARY,Field,Grass,Parabolic,45,62
SNOM,0,Snom,,ICE,BUG,30,25,35,45,30,20,185,SHIELDDUST,,ICESCALES,Bug,,Medium,190,37
SNORLAX,0,Snorlax,,NORMAL,,160,110,65,65,110,30,540,IMMUNITY,THICKFAT,GLUTTONY,Monster,,Slow,25,189
SNORUNT,0,Snorunt,,ICE,,50,50,50,50,50,50,300,INNERFOCUS,ICEBODY,MOODY,Fairy,Mineral,Medium,190,60
SNORUNT_1,1,Snorunt,,GHOST,,50,50,50,50,50,50,300,FRISK,RATTLED,FLASHFIRE,Fairy,Mineral,Medium,190,60
SNOVER,0,Snover,,GRASS,ICE,70,62,55,62,65,30,344,SNOWWARNING,SOUNDPROOF,GRASSYSURGE,Monster,Grass,Slow,120,67
SNUBBULL,0,Snubbull,,FAIRY,NORMAL,60,80,50,40,40,30,300,INTIMIDATE,RUNAWAY,RATTLED,Field,Fairy,Fast,190,60
SOBBLE,0,Sobble,,WATER,,50,40,40,70,40,70,310,TORRENT,,SNIPER,Water1,Field,Parabolic,45,62
SOLGALEO,0,Solgaleo,,PSYCHIC,STEEL,137,137,107,113,89,97,680,FULLMETALBODY,,,Undiscovered,,Slow,45,340
SOLOSIS,0,Solosis,,PSYCHIC,,45,30,40,105,50,20,290,OVERCOAT,MAGICGUARD,REGENERATOR,Amorphous,,Parabolic,200,58
SOLROCK,0,Solrock,,ROCK,PSYCHIC,90,95,85,55,65,70,460,LEVITATE,,,Mineral,,Fast,45,161
SOSQWATCH,0,Sosqwatch,,FIRE,ICE,72,93,67,93,61,118,504,SLUSHRUSH,THERMALEXCHANGE,UNAWARE,Humanlike,Field,Parabolic,45,381
SPARKOWL,0,Sparkowl,,ELECTRIC,FLYING,40,33,34,41,38,58,244,BIGPECKS,STATIC,MOTORDRIVE,Flying,,Parabolic,255,50
SPEAROW,0,Spearow,,NORMAL,FLYING,40,60,30,31,31,70,262,KEENEYE,,SNIPER,Flying,,Medium,255,52
SPECTRIER,0,Spectrier,,GHOST,,100,65,60,145,80,130,580,GRIMNEIGH,,,Undiscovered,,Slow,3,290
SPEWPA,0,Spewpa,,BUG,,45,22,60,27,30,29,213,SHEDSKIN,,FRIENDGUARD,Bug,,Medium,120,75
SPHEAL,0,Spheal,,ICE,WATER,60,50,50,55,50,25,290,THICKFAT,ICEBODY,OBLIVIOUS,Water1,Field,Parabolic,255,58
SPIDOPS,0,Spidops,,BUG,NORMAL,90,99,102,46,96,35,468,INSOMNIA,SILKSURGE,STAKEOUT,Bug,,Erratic,120,141
SPINARAK,0,Spinarak,,BUG,POISON,40,60,40,40,40,30,250,INSOMNIA,SWARM,SNIPER,Bug,,Fast,255,50
SPINDA,0,Spinda,,NORMAL,,60,60,60,60,60,60,360,OWNTEMPO,TANGLEDFEET,CONTRARY,Field,Humanlike,Fast,255,126
SPIRITOMB,0,Spiritomb,,GHOST,DARK,50,92,108,92,108,35,485,PRESSURE,,INFILTRATOR,Amorphous,,Medium,100,170
SPIRITOMBX,0,Spiritomb,,GHOST,GRASS,80,108,92,108,92,5,485,LEAFGUARD,SOLARPOWER,GRASSYSURGE,Xenoverse,,Medium,255,100
SPOINK,0,Spoink,,PSYCHIC,,60,25,35,70,80,60,330,THICKFAT,OWNTEMPO,GLUTTONY,Field,,Fast,255,66
SPRIGATITO,0,Sprigatito,,GRASS,,40,61,54,45,45,65,310,OVERGROW,,PROTEAN,Field,Grass,Parabolic,45,62
SPRITZEE,0,Spritzee,,FAIRY,,78,52,60,63,65,23,341,HEALER,,AROMAVEIL,Fairy,,Medium,200,68
SPUTNINK,0,Sputnink,,ROCK,PSYCHIC,60,40,70,70,80,45,365,LEVITATE,,ANALYTIC,Amorphous,Water2,Medium,45,75
SQUAWKABILLY,0,Squawkabilly,,NORMAL,FLYING,82,96,51,45,51,92,417,INTIMIDATE,HUSTLE,GUTS,Flying,,Erratic,190,146
SQUAWKABILLY_1,1,Squawkabilly,,NORMAL,FLYING,82,96,51,45,51,92,417,INTIMIDATE,HUSTLE,GUTS,Flying,,Erratic,190,146
SQUAWKABILLY_2,2,Squawkabilly,,NORMAL,FLYING,82,96,51,45,51,92,417,INTIMIDATE,HUSTLE,SHEERFORCE,Flying,,Erratic,190,146
SQUAWKABILLY_3,3,Squawkabilly,,NORMAL,FLYING,82,96,51,45,51,92,417,INTIMIDATE,HUSTLE,SHEERFORCE,Flying,,Erratic,190,146
SQUIRTLE,0,Squirtle,,WATER,,44,48,65,50,64,43,314,TORRENT,,RAINDISH,Monster,Water1,Parabolic,45,63
STAKATAKA,0,Stakataka,,ROCK,STEEL,61,131,211,53,101,13,570,BEASTBOOST,,,Undiscovered,,Slow,30,285
STANTLER,0,Stantler,,NORMAL,,73,95,62,85,65,85,465,INTIMIDATE,FRISK,FOREWARN,Field,,Slow,45,163
STARAPTOR,0,Staraptor,,NORMAL,FLYING,85,120,70,50,60,100,485,INTIMIDATE,,RECKLESS,Flying,,Parabolic,45,243
STARAVIA,0,Staravia,,NORMAL,FLYING,55,75,50,40,40,80,340,INTIMIDATE,,RECKLESS,Flying,,Parabolic,120,119
STARLY,0,Starly,,NORMAL,FLYING,40,55,30,30,30,60,245,KEENEYE,,RECKLESS,Flying,,Parabolic,255,49
STARMIE,0,Starmie,,WATER,PSYCHIC,60,75,85,110,85,115,530,ILLUMINATE,NATURALCURE,ANALYTIC,Water3,,Slow,60,182
STARYU,0,Staryu,,WATER,,30,45,55,70,55,85,340,ILLUMINATE,NATURALCURE,ANALYTIC,Water3,,Slow,225,68
